Month,Day,Year,ReleaseEvent,TagSite,Species,TL,RewardTag1,RewardTag2,Radio.Tag.Frequency,Code,Combined,Group,Notes,Lat,Long,MortalitySignal,GroupMovement,SignalStrength,Flight,TournamentRelease ,TJ,ReportedTourneyRelease,ReleaseRamp,ManuallyTracked
3,2,2022,1,60,LMB,485,1247,NA,148.711,,,,Site 60,33.888892,-86.069385,A,A,,,,,,,N
4,8,2022,1,60,LMB,485,1247,NA,148.711,,,,Site 61,33.89838117,-86.075193,A,A,,,,,,,N
5,19,2022,1,60,LMB,485,1247,NA,148.711,,,,,33.89117,-86.06844,D,A,,,,,,,Y
6,17,2022,1,60,LMB,485,1247,NA,148.711,,,,,33.88976667,-86.07016667,D,D,,,,,,,Y
7,6,2022,1,60,LMB,485,1247,NA,148.711,,,,,33.88986667,-86.07023333,D,D,,,,,,,Y
8,3,2022,1,60,LMB,485,1247,NA,148.711,,,,,33.89,-86.07021667,D,D,,,,,,,Y
9,11,2022,1,60,LMB,485,1247,NA,148.711,,,,,33.89006667,-86.0702,D,D,,,,,,,Y
1,13,2022,1,160,LMB,405,614,NA,148.741,,,,Tag Site,33.925796,-86.042979,A,A,,, ,,,,Y
3,2,2022,1,160,LMB,405,614,NA,148.741,,,,Site 159,33.9326,-86.03168,A,A,,,,,,,N
4,8,2022,1,160,LMB,405,614,NA,148.741,,,,Site 65,33.935085,-86.040048,A,A,,,,,,,N
5,12,2022,1,160,LMB,405,614,NA,148.741,,,,Site 160,33.925796,-86.042979,A,A,,,,,,,N
6,17,2022,1,160,LMB,405,614,NA,148.741,,,,Site 64,33.927753,-86.05248617,A,A,,,,,,,N
7,6,2022,1,160,LMB,405,614,NA,148.741,,,,Site 160,33.925796,-86.042979,A,A,,,,,,,N
8,3,2022,1,160,LMB,405,614,NA,148.741,,,,,33.92422,-86.05315,A,A,,,,,,,N
1,13,2022,1,136,LMB,411,1060,NA,148.801,,,,Tag Site,33.96988,-85.978689,A,A,,, ,,,,Y
1,19,2022,1,45,LMB,418,1043,NA,148.831,,,,Tag Site,33.878253,-86.10625883,A,A,,, ,,,,Y
3,2,2022,1,45,LMB,418,1043,NA,148.831,,,,,33.87656667,-86.10066667,A,A,,,,,,,N
5,13,2022,1,45,LMB,418,1043,NA,148.831,,,,Canoe Creek,33.866051,-86.097232,A,A,,,,,,,N
6,17,2022,1,45,LMB,418,1043,NA,148.831,,,,Canoe Creek,33.866051,-86.097232,A,A,,,,,,,N
7,6,2022,1,45,LMB,418,1043,NA,148.831,,,,Canoe Creek,33.866051,-86.097232,A,A,,,,,,,N
8,3,2022,1,45,LMB,418,1043,NA,148.831,,,,,33.88404,-86.10872,A,A,,,,,,,N
1,20,2022,1,91,ALB,384,444,NA,148.861,,,,Tag Site,34.01487,-85.994726,A,A,,, ,,,,Y
3,2,2022,1,91,ALB,384,444,NA,148.861,,,,,34.01419,-85.99363,A,A,,,,,,,N
4,7,2022,1,91,ALB,384,444,NA,148.861,,,,,34.01525,-85.99315,A,A,,,,,,,Y
5,11,2022,1,91,ALB,384,444,NA,148.861,,,,,34.01711667,-85.98948333,A,A,,,,,,,Y
6,18,2022,1,91,ALB,384,444,NA,148.861,,,,,34.01725,-85.98956667,A,A,,,,,,,Y
7,7,2022,1,91,ALB,384,444,NA,148.861,,,,,34.0171,-85.9895,A,A,,,,,,,Y
8,4,2022,1,91,ALB,384,444,NA,148.861,,,,,34.01548333,-85.9927,A,A,,,,,,,Y
9,12,2022,1,91,ALB,384,444,NA,148.861,,,,,34.00836667,-85.99856667,D,A,,,,,,,Y
1,13,2022,1,86,ALB,457,493,483,148.890,,,,Tag Site,33.982253,-86.004099,A,A,,, ,,,,Y
4,7,2022,1,86,ALB,457,493,483,148.890,,,,,33.98783333,-86.00183333,D,A,,,,,,,Y
5,12,2022,1,86,ALB,457,493,483,148.890,,,,,33.988,-86.00151667,D,D,,,,,,,Y
6,17,2022,1,86,ALB,457,493,483,148.890,,,,,33.9879,-86.0017,D,D,,,,,,,Y
7,7,2022,1,86,ALB,457,493,483,148.890,,,,,33.98798333,-86.00176667,A,D,,,,,,,Y
8,3,2022,1,86,ALB,457,493,483,148.890,,,,,33.98808333,-86.00168333,D,D,,,,,,,Y
9,12,2022,1,86,ALB,457,493,483,148.890,,,,,33.98788333,-86.00163333,D,D,,,,,,,Y
1,14,2022,1,11,ALB,413,259,NA,148.954,,,,Tag Site,33.80409117,-86.07345617,A,A,,, ,,,,Y
3,2,2022,1,11,ALB,413,259,NA,148.954,,,,Site 8,33.79178,-86.068987,A,A,,,,,,,N
4,8,2022,1,11,ALB,413,259,NA,148.954,,,,Site 13,33.81258383,-86.075423,A,A,,,,,,,N
5,13,2022,1,11,ALB,413,259,NA,148.954,,,,,33.81283333,-86.07551667,A,A,,,,,,,Y
6,16,2022,1,11,ALB,413,259,NA,148.954,,,,,33.8128,-86.0756,A,A,,,,,,,Y
7,5,2022,1,11,ALB,413,259,NA,148.954,,,,,33.81275,-86.07551667,D,A,,,,,,,Y
8,2,2022,1,11,ALB,413,259,NA,148.954,,,,,33.81251667,-86.07556667,D,D,,,,,,,Y
9,4,2022,1,11,ALB,413,259,NA,148.954,,,,,33.81268333,-86.0756,A,D,,,,,,,Y
1,11,2022,1,174,LMB,441,1212,NA,148.982,,,,Tag Site,33.884901,-86.03595,A,A,,, ,,,,Y
3,2,2022,1,174,LMB,441,1212,NA,148.982,,,,Site 175,33.877335,-86.044752,A,A,,,,,,,N
4,8,2022,1,174,LMB,441,1212,NA,148.982,,,,Site 175,33.877335,-86.044752,A,A,,,,,,,N
5,12,2022,1,174,LMB,441,1212,NA,148.982,,,,Site 175,33.877335,-86.044752,A,A,,,,,,,N
6,17,2022,1,174,LMB,441,1212,NA,148.982,,,,Site 175,33.877335,-86.044752,A,A,,,,,,,N
7,6,2022,1,174,LMB,441,1212,NA,148.982,,,,Site 174,33.884901,-86.03595,A,A,,,,,,,N
8,3,2022,1,174,LMB,441,1212,NA,148.982,,,,,33.87892,-86.0446,A,A,,,,,,,N
1,25,2022,1,126,ALB,444,1187,NA,149.001,,,,Tag Site,34.015049,-85.972605,A,A,,, ,,,,Y
3,2,2022,1,126,ALB,444,1187,NA,149.001,,,,,34.01921667,-85.97923333,A,A,,,,,,,N
4,7,2022,1,126,ALB,444,1187,NA,149.001,,,,,34.0198,-85.97935,A,A,,,,,,,N
5,11,2022,1,126,ALB,444,1187,NA,149.001,,,,Golf Course,34.010648,-85.956572,A,A,,,,,,,N
7,7,2022,1,126,ALB,444,1187,NA,149.001,,,,Goodyear,34.01339,-85.96898,A,A,,,,,,,N
8,4,2022,1,126,ALB,444,1187,NA,149.001,,,,,34.0168,-85.97391,A,A,,,,,,,N
1,11,2022,1,122,LMB,488,632,NA,149.212,,,,Tag Site,34.015319,-85.944874,A,A,,, ,,,,Y
3,2,2022,1,122,LMB,488,632,NA,149.212,,,,,34.01586667,-85.94511667,A,A,,,,,,,N
4,7,2022,1,122,LMB,488,632,NA,149.212,,,,Site 122,34.015319,-85.944874,A,A,,,,,,,N
5,11,2022,1,122,LMB,488,632,NA,149.212,,,,Coal Creek,34.010648,-85.956572,A,A,,,,,,,N
6,18,2022,1,122,LMB,488,632,NA,149.212,,,,Tillosons,34.010648,-85.956572,A,A,,,,,,,N
7,7,2022,1,122,LMB,488,632,NA,149.212,,,,Tillisons,34.010648,-85.956572,A,A,,,,,,,N
8,4,2022,1,122,LMB,488,632,NA,149.212,,,,,34.01362,-85.94967,A,A,,,,,,,N
1,27,2022,1,35,ALB,380,1129,1175,149.713,,,,Tag Site,33.859857,-86.08713117,A,A,,, ,,,,Y
3,2,2022,1,35,ALB,380,1129,1175,149.713,,,,,33.86105,-86.09371667,A,A,,,,,,,N
4,8,2022,1,35,ALB,380,1129,1175,149.713,,,,Site 34,33.864083,-86.074725,A,A,,,,,,,N
5,13,2022,1,35,ALB,380,1129,1175,149.713,,,,,33.85936667,-86.092,A,A,,,,,,,Y
6,16,2022,1,35,ALB,380,1129,1175,149.713,,,,,33.85928333,-86.09196667,A,A,,,,,,,Y
7,5,2022,1,35,ALB,380,1129,1175,149.713,,,,,33.85928333,-86.09188333,A,A,,,,,,,Y
8,2,2022,1,35,ALB,380,1129,1175,149.713,,,,,33.85931667,-86.09201667,A,A,,,,,,,Y
9,11,2022,1,35,ALB,380,1129,1175,149.713,,,,,33.8594,-86.09195,A,A,,,,,,,Y
1,21,2022,1,35,LMB,532,416,NA,149.241,,,,Tag Site,33.859857,-86.08713117,A,A,,, ,,,,Y
4,8,2022,1,35,LMB,532,416,NA,149.241,,,,Site 34,33.864083,-86.074725,A,A,,,,,,,N
5,13,2022,1,35,LMB,532,416,NA,149.241,,,,Canoe Creek,33.866051,-86.097232,A,A,,,,,,,N
7,5,2022,1,35,LMB,532,416,NA,149.241,,,,Canoe Creek,33.866051,-86.097232,A,A,,,,,,,N
8,2,2022,1,35,LMB,532,416,NA,149.241,,,,,33.86065,-86.08982,A,A,,,,,,,N
1,26,2022,1,88,ALB,446,222,NA,149.264,,,,Tag Site,33.987203,-86.000184,A,A,,, ,,,,Y
3,2,2022,1,88,ALB,446,222,NA,149.264,,,,,33.99818333,-86.00106667,A,A,,,,,,,N
4,7,2022,1,88,ALB,446,222,NA,149.264,,,,Site 89,33.997666,-86.001648,A,A,,,,,,,N
5,11,2022,1,88,ALB,446,222,NA,149.264,,,,HWY 57,33.994448,-86.000472,A,A,,,,,,,N
6,18,2022,1,88,ALB,446,222,NA,149.264,,,,Site 89,33.997666,-86.001648,A,A,,,,,,,N
7,7,2022,1,88,ALB,446,222,NA,149.264,,,,Fish Market,34.001259,-86.000613,A,A,,,,,,,N
1,24,2022,1,200,ALB,490,1305,NA,149.272,,,,Tag Site,33.803451,-86.055039,A,A,,, ,,,,Y
3,2,2022,1,200,ALB,490,1305,NA,149.272,,,,Site 193,33.819665,-86.045349,A,A,,,,,,,N
8,2,2022,1,200,ALB,490,1305,NA,149.272,,,,,33.81535,-86.0448,A,A,,,,,,,N
1,26,2022,1,66,ALB,386,977,NA,149.291,,,,Tag Site,33.94386383,-86.026867,A,A,,, ,,,,Y
3,2,2022,1,66,ALB,386,977,NA,149.291,,,,Site 68,33.950568,-86.00978117,A,A,,,,,,,N
4,8,2022,1,66,ALB,386,977,NA,149.291,,,,Site 67,33.949282,-86.018697,A,A,,,,,,,N
5,12,2022,1,66,ALB,386,977,NA,149.291,,,,Site 68,33.950568,-86.00978117,A,A,,,,,,,N
6,17,2022,1,66,ALB,386,977,NA,149.291,,,,Site 152,33.944001,-86.008671,A,A,,,,,,,N
6,24,2022,1,66,ALB,386,977,NA,149.291,,,,"CAUGHT, 6/24/22, CL, REPORTED",34.010097,-85.997069,A,A,,,Y,,Y,CL,Y
7,7,2022,1,66,ALB,386,977,NA,149.291,,,,Coosa Landing,34.01052,-85.997666,D,A,,,Y,,Y,CL,N
8,4,2022,1,66,ALB,386,977,NA,149.291,,,,,34.01282,-85.99592,A,D,,,Y,,Y,CL,N
1,25,2022,1,128,ALB,425,230,NA,149.313,,,,Tag Site,34.015351,-85.987575,A,A,,, ,,,,Y
3,2,2022,1,128,ALB,425,230,NA,149.313,,,,,34.01278,-85.99498,A,A,,,,,,,N
4,7,2022,1,128,ALB,425,230,NA,149.313,,,,,34.01638333,-85.93426667,A,A,,,,,,,Y
5,11,2022,1,128,ALB,425,230,NA,149.313,,,,,34.01241667,-85.99441667,A,A,,,,,,,Y
6,18,2022,1,128,ALB,425,230,NA,149.313,,,,,34.01011667,-85.99696833,D,A,,,,,,,Y
7,7,2022,1,128,ALB,425,230,NA,149.313,,,,,34.0101,-85.99693333,D,D,,,,,,,Y
8,4,2022,1,128,ALB,425,230,NA,149.313,,,,,34.01015,-85.99696667,D,D,,,,,,,Y
9,12,2022,1,128,ALB,425,230,NA,149.313,,,,,34.0102,-85.997,D,D,,,,,,,Y
1,21,2022,1,40,LMB,455,1035,NA,149.334,,,,Tag Site,33.85845117,-86.10507883,A,A,,, ,,,,Y
3,2,2022,1,40,LMB,455,1035,NA,149.334,,,,,33.85708333,-86.10678333,A,A,,,,,,,N
4,8,2022,1,40,LMB,455,1035,NA,149.334,,,,,33.85623333,-86.10173333,D,A,,,,,,,Y
5,13,2022,1,40,LMB,455,1035,NA,149.334,,,,,33.85576667,-86.10746667,D,D,,,,,,,Y
6,16,2022,1,40,LMB,455,1035,NA,149.334,,,,,33.85571667,-86.10755,D,D,,,,,,,Y
7,5,2022,1,40,LMB,455,1035,NA,149.334,,,,,33.8557,-86.10761667,D,D,,,,,,,Y
8,2,2022,1,40,LMB,455,1035,NA,149.334,,,,,33.856,-86.10658333,D,D,,,,,,,Y
9,11,2022,1,40,LMB,455,1035,NA,149.334,,,,,33.8557,-86.10763333,D,D,,,,,,,Y
1,26,2022,1,90,ALB,374,1176,missing,149.351,,,,Tag Site,34.010718,-85.998501,A,A,,, ,,,,Y
4,7,2022,1,90,ALB,374,1176,missing,149.351,,,,,34.02013333,-85.97766667,A,A,,,,,,,Y
5,11,2022,1,90,ALB,374,1176,missing,149.351,,,,,34.02148333,-85.97838333,A,A,,,,,,,Y
6,18,2022,1,90,ALB,374,1176,missing,149.351,,,,,34.02403333,-85.98055,A,A,,,,,,,Y
7,7,2022,1,90,ALB,374,1176,missing,149.351,,,,Goodyear,34.01339,-85.96898,D,A,,,,,,,N
8,4,2022,1,90,ALB,374,1176,missing,149.351,,,,,34.01125,-85.96475,A,D,,,,,,,N
1,13,2022,1,70,LMB,464,1255,NA,149.363,,,,Tag Site,33.94856117,-86.0045,A,A,,, ,,,,Y
3,2,2022,1,70,LMB,464,1255,NA,149.363,,,,Site 67,33.949282,-86.018697,A,A,,,,,,,N
4,7,2022,1,70,LMB,464,1255,NA,149.363,,,,Site 153,33.944658,-86.013532,A,A,,,,,,,N
5,12,2022,1,70,LMB,464,1255,NA,149.363,,,,Site 67,33.949282,-86.018697,A,A,,,,,,,N
7,6,2022,1,70,LMB,464,1255,NA,149.363,,,,Site 67,33.949282,-86.018697,A,A,,,,,,,N
8,3,2022,1,70,LMB,464,1255,NA,149.363,,,,,33.94789,-86.01248,A,A,,,,,,,N
1,11,2022,1,171,LMB,519,1206,NA,149.372,,,,Tag Site,33.886979,-86.048295,A,A,,, ,,,,Y
3,2,2022,1,171,LMB,519,1206,NA,149.372,,,,Site 172,33.885125,-86.046434,A,A,,,,,,,N
4,2,2022,1,171,LMB,519,1206,NA,149.372,,,,"CAUGHT, 4/2/22, CL, REPORTED",34.010097,-85.997069,A,A,,,Y,,Y,CL,Y
4,7,2022,1,171,LMB,519,1206,NA,149.372,,,,Site 89,33.997666,-86.001648,A,A,,,Y,,Y,CL,N
5,11,2022,1,171,LMB,519,1206,NA,149.372,,,,HWY 57,33.994448,-86.000472,A,A,,,Y,,Y,CL,N
8,3,2022,1,171,LMB,519,1206,NA,149.372,,,,,33.9901,-86.00465,D,A,,,Y,,Y,CL,N
1,21,2022,1,130,LMB,382,866,NA,149.383,,,,Tag Site,34.003404,-85.998518,A,A,,, ,,,,Y
3,2,2022,1,130,LMB,382,866,NA,149.383,,,,,33.99753333,-86.00173333,A,A,,,,,,,N
4,7,2022,1,130,LMB,382,866,NA,149.383,,,,Site 89,33.997666,-86.001648,A,A,,,,,,,N
6,18,2022,1,130,LMB,382,866,NA,149.383,,,,Site 89,33.997666,-86.001648,A,A,,,,,,,N
7,7,2022,1,130,LMB,382,866,NA,149.383,,,,Fish Market,34.001259,-86.000613,A,A,,,,,,,N
8,4,2022,1,130,LMB,382,866,NA,149.383,,,,,34.00592,-85.99994,A,A,,,,,,,N
1,20,2022,1,115,ALB,419,2302,NA,149.393,,,,Tag Site,34.007959,-85.908145,A,A,,, ,,,,Y
3,2,2022,1,115,ALB,419,2302,NA,149.393,,,,Site 115,34.007959,-85.908145,A,A,,,,,,,N
4,7,2022,1,115,ALB,419,2302,NA,149.393,,,,,34.013463,-85.899923,A,A,,,,,,,Y
5,11,2022,1,115,ALB,419,2302,NA,149.393,,,,,34.01266667,-85.91245,A,A,,,,,,,Y
6,18,2022,1,115,ALB,419,2302,NA,149.393,,,,,34.01021667,-85.90766667,A,A,,,,,,,Y
7,7,2022,1,115,ALB,419,2302,NA,149.393,,,,,34.00973333,-85.90728333,A,A,,,,,,,Y
8,4,2022,1,115,ALB,419,2302,NA,149.393,,,,,34.0102,-85.90766667,A,A,,,,,,,Y
9,12,2022,1,115,ALB,419,2302,NA,149.393,,,,,34.01026667,-85.90768333,A,A,,,,,,,Y
1,26,2022,1,7,ALB,380,1338,NA,149.412,,,,Tag Site,33.791465,-86.071867,A,A,,, ,,,,Y
3,2,2022,1,7,ALB,380,1338,NA,149.412,,,,Site 8,33.79178,-86.068987,A,A,,,,,,,N
4,8,2022,1,7,ALB,380,1338,NA,149.412,,,,Site 3 ,33.784395,-86.06783383,A,A,,,,,,,N
5,13,2022,1,7,ALB,380,1338,NA,149.412,,,,Site 4,33.78926,-86.076345,A,A,,,,,,,N
6,16,2022,1,7,ALB,380,1338,NA,149.412,,,,Site 8 ,33.79178,-86.068987,A,A,,,,,,,N
7,5,2022,1,7,ALB,380,1338,NA,149.412,,,,Site 7 ,33.791465,-86.071867,A,A,,,,,,,N
8,2,2022,1,7,ALB,380,1338,NA,149.412,,,,,33.7899,-86.07175,A,A,,,,,,,N
1,25,2022,1,83,ALB,435,964,978,149.421,,,,Tag Site,33.968704,-85.989847,A,A,,, ,,,,Y
3,2,2022,1,83,ALB,435,964,978,149.421,,,,,33.97773333,-86.00173333,A,A,,,,,,,N
4,7,2022,1,83,ALB,435,964,978,149.421,,,,Site 84,33.976149,-85.999444,A,A,,,,,,,N
5,12,2022,1,83,ALB,435,964,978,149.421,,,,Site 133,33.983826,-85.99865,A,A,,,,,,,N
6,17,2022,1,83,ALB,435,964,978,149.421,,,,Agricola Lake,33.977619,-86.001528,A,A,,,,,,,N
7,6,2022,1,83,ALB,435,964,978,149.421,,,,Site 134,33.979578,-85.995988,A,A,,,,,,,N
8,4,2022,1,83,ALB,435,964,978,149.421,,,,,34.01295,-85.99568,D,A,,,,,,,N
1,21,2022,1,132,ALB,416,1282,NA,149.432,,,,Tag Site,33.995987,-85.993945,A,A,,, ,,,,Y
5,11,2022,1,132,ALB,416,1282,NA,149.432,,,,,33.9928,-85.99615,D,A,,,,,,,Y
6,17,2022,1,132,ALB,416,1282,NA,149.432,,,,,33.99283333,-85.99623333,D,D,,,,,,,Y
7,7,2022,1,132,ALB,416,1282,NA,149.432,,,,,33.9928,-85.99635,D,D,,,,,,,Y
8,3,2022,1,132,ALB,416,1282,NA,149.432,,,,,33.99303333,-85.9961,D,D,,,,,,,Y
9,12,2022,1,132,ALB,416,1282,NA,149.432,,,,,33.99278333,-85.99631667,D,D,,,,,,,Y
1,26,2022,1,66,ALB,472,1344,1348,149.442,,,,Tag Site,33.94386383,-86.026867,A,A,,, ,,,,Y
3,2,2022,1,66,ALB,472,1344,1348,149.442,,,,Site 68,33.950568,-86.00978117,A,A,,,,,,,N
4,7,2022,1,66,ALB,472,1344,1348,149.442,,,,Site 81,33.956362,-85.969226,A,A,,,,,,,N
5,12,2022,1,66,ALB,472,1344,1348,149.442,,,,Site 70,33.943347,-85.99714883,A,A,,,,,,,N
6,18,2022,1,66,ALB,472,1344,1348,149.442,,,,Site 68,33.950568,-86.00978117,A,A,,,,,,,N
7,6,2022,1,66,ALB,472,1344,1348,149.442,,,,Site 67,33.949282,-86.018697,A,A,,,,,,,N
8,3,2022,1,66,ALB,472,1344,1348,149.442,,,,,33.94871,-86.01802,A,A,,,,,,,N
1,26,2022,1,11,ALB,479,1349,NA,149.453,,,,Tag Site,33.80409117,-86.07345617,A,A,,, ,,,,Y
3,2,2022,1,11,ALB,479,1349,NA,149.453,,,,Site 9 ,33.802172,-86.068987,A,A,,,,,,,N
4,2,2022,1,11,ALB,479,1349,NA,149.453,,,,"CAUGHT, 4/2/22, CL, REPORTED",34.010097,-85.997069,A,A,,,Y,,Y,CL,Y
4,7,2022,1,11,ALB,479,1349,NA,149.453,,,,,34.0123,-85.99528333,A,A,,,Y,,Y,CL,N
5,11,2022,1,11,ALB,479,1349,NA,149.453,,,,,34.00051667,-85.88201667,A,A,,,Y,,Y,CL,Y
6,18,2022,1,11,ALB,479,1349,NA,149.453,,,,,33.99788333,-85.88071667,A,A,,,Y,,Y,CL,Y
7,7,2022,1,11,ALB,479,1349,NA,149.453,,,,,33.9981,-85.88076667,A,A,,,Y,,Y,CL,Y
8,4,2022,1,11,ALB,479,1349,NA,149.453,,,,,33.99863333,-85.88126667,A,A,,,Y,,Y,CL,Y
9,12,2022,1,11,ALB,479,1349,NA,149.453,,,,,34.0023,-85.88308333,A,A,,,Y,,Y,CL,Y
1,19,2022,1,145,LMB,398,827,NA,149.473,,,,Tag Site,33.955723,-85.952685,A,A,,, ,,,,Y
3,2,2022,1,145,LMB,398,827,NA,149.473,,,,,33.9563,-85.95463333,A,A,,,,,,,N
4,7,2022,1,145,LMB,398,827,NA,149.473,,,,Site 145,33.955723,-85.952685,A,A,,,,,,,N
6,18,2022,1,145,LMB,398,827,NA,149.473,,,,Site 145,33.955723,-85.952685,A,A,,,,,,,N
8,3,2022,1,145,LMB,398,827,NA,149.473,,,,,33.95698,-85.95455,A,A,,,,,,,N
1,26,2022,1,66,ALB,393,969,963,149.483,,,,Tag Site,33.94386383,-86.026867,A,A,,, ,,,,Y
4,7,2022,1,66,ALB,393,969,963,149.483,,,,Site 157,33.936613,-86.031618,A,A,,,,,,,N
6,17,2022,1,66,ALB,393,969,963,149.483,,,,,33.93911667,-86.0311,D,A,,,,,,,Y
8,4,2022,1,66,ALB,393,969,963,149.483,,,,,33.93921667,-86.031,D,D,,,,,,,Y
9,11,2022,1,66,ALB,393,969,963,149.483,,,,,33.9391,-86.0311,D,D,,,,,,,Y
1,21,2022,1,40,ALB,497,395,NA,149.493,,,,Tag Site,33.85845117,-86.10507883,A,A,,, ,,,,Y
3,2,2022,1,40,ALB,497,395,NA,149.493,,,,,33.85793333,-86.09661667,D,A,,,,,,,Y
4,8,2022,1,40,ALB,497,395,NA,149.493,,,,,33.858,-86.0967,D,D,,,,,,,Y
5,12,2022,1,40,ALB,497,395,NA,149.493,,,,,33.85791667,-86.09668333,A,D,,,,,,,Y
6,16,2022,1,40,ALB,497,395,NA,149.493,,,,,33.85788333,-86.09671667,A,D,,,,,,,Y
7,5,2022,1,40,ALB,497,395,NA,149.493,,,,,33.8579,-86.09671667,A,D,,,,,,,Y
8,2,2022,1,40,ALB,497,395,NA,149.493,,,,,33.85791667,-86.09676667,D,D,,,,,,,Y
9,11,2022,1,40,ALB,497,395,NA,149.493,,,,,33.85788333,-86.09671667,D,D,,,,,,,Y
1,25,2022,1,91,ALB,424,1082,NA,149.503,,,,Tag Site,33.85845117,-86.10507883,A,A,,, ,,,,Y
3,2,2022,1,91,ALB,424,1082,NA,149.503,,,,,34.01951667,-85.97976667,A,A,,,,,,,N
4,7,2022,1,91,ALB,424,1082,NA,149.503,,,,Site 91,34.01487,-85.994726,A,A,,,,,,,N
5,11,2022,1,91,ALB,424,1082,NA,149.503,,,,,34.02113333,-85.98658333,A,A,,,,,,,Y
6,18,2022,1,91,ALB,424,1082,NA,149.503,,,,,34.01798333,-85.92648333,A,A,,,,,,,Y
7,7,2022,1,91,ALB,424,1082,NA,149.503,,,,Cove Creek,34.015178,-85.925327,A,A,,,,,,,N
8,4,2022,1,91,ALB,424,1082,NA,149.503,,,,,34.00799,-85.90655,A,A,,,,,,,N
2,25,2023,1,91,ALB,424,1082,NA,149.503,,,,"CL, TJ, 2/25/23",34.010097,-85.997069,A,A,,,Y,Y,,CL,Y
1,26,2022,1,7,LMB,504,2022,NA,149.513,,,,Tag Site,33.791465,-86.071867,A,A,,, ,,,,Y
3,2,2022,1,7,LMB,504,2022,NA,149.513,,,,Site 9 ,33.802172,-86.068987,A,A,,,,,,,N
4,8,2022,1,7,LMB,504,2022,NA,149.513,,,,Site 9 ,33.802172,-86.068987,A,A,,,,,,,N
5,13,2022,1,7,LMB,504,2022,NA,149.513,,,,Site 9 ,33.802172,-86.068987,A,A,,,,,,,N
6,16,2022,1,7,LMB,504,2022,NA,149.513,,,,Site 12 ,33.80792,-86.06749,A,A,,,,,,,N
7,5,2022,1,7,LMB,504,2022,NA,149.513,,,,Site 12 ,33.80792,-86.06749,A,A,,,,,,,N
8,2,2022,1,7,LMB,504,2022,NA,149.513,,,,,33.8043,-86.0763,A,A,,,,,,,N
1,27,2022,1,41,ALB,439,1158,1067,149.534,,,,Tag Site,33.86174883,-86.09969883,A,A,,, ,,,,Y
3,2,2022,1,41,ALB,439,1158,1067,149.534,,,,,33.86161667,-86.0953,A,A,,,,,,,N
4,8,2022,1,41,ALB,439,1158,1067,149.534,,,,Site 34 ,33.864083,-86.074725,A,A,,,,,,,N
5,13,2022,1,41,ALB,439,1158,1067,149.534,,,,Canoe Creek,33.866051,-86.097232,A,A,,,,,,,N
6,16,2022,1,41,ALB,439,1158,1067,149.534,,,,Site 34 ,33.864083,-86.074725,A,A,,,,,,,N
8,2,2022,1,41,ALB,439,1158,1067,149.534,,,,,33.8656,-86.10003,D,A,,,,,,,N
1,13,2022,1,86,LMB,491,452,477,149.542,,,,Tag Site,33.982253,-86.004099,A,A,,, ,,,,Y
3,2,2022,1,86,LMB,491,452,477,149.542,,,,,33.98596667,-86.00113333,A,A,,,,,,,N
4,7,2022,1,86,LMB,491,452,477,149.542,,,,Site 84 ,33.976149,-85.999444,A,A,,,,,,,N
5,12,2022,1,86,LMB,491,452,477,149.542,,,,Jack's Restaurant ,33.98418,-86.001117,A,A,,,,,,,N
6,17,2022,1,86,LMB,491,452,477,149.542,,,,Site 133,33.983826,-85.99865,A,A,,,,,,,N
7,7,2022,1,86,LMB,491,452,477,149.542,,,,Site 88 ,33.987203,-86.000184,A,A,,,,,,,N
8,3,2022,1,86,LMB,491,452,477,149.542,,,,,33.9867,-86.0009,A,A,,,,,,,N
1,12,2022,1,88,LMB,387,1232,NA,149.556,,,,Tag Site,33.987203,-86.000184,A,A,,, ,,,,Y
3,2,2022,1,88,LMB,387,1232,NA,149.556,,,,,33.97596667,-85.99435,A,A,,,,,,,N
4,7,2022,1,88,LMB,387,1232,NA,149.556,,,,Site 130 ,34.003404,-85.998518,A,A,,,,,,,N
5,11,2022,1,88,LMB,387,1232,NA,149.556,,,,,34.01138333,-85.99788333,D,A,,,,,,,Y
6,18,2022,1,88,LMB,387,1232,NA,149.556,,,,,34.01121667,-85.99786667,D,D,,,,,,,Y
7,7,2022,1,88,LMB,387,1232,NA,149.556,,,,,34.01118333,-85.99785,D,D,,,,,,,Y
8,4,2022,1,88,LMB,387,1232,NA,149.556,,,,,34.01128333,-85.99786667,D,D,,,,,,,Y
9,12,2022,1,88,LMB,387,1232,NA,149.556,,,,,34.01131667,-85.99758333,D,D,,,,,,,Y
1,14,2022,1,9,LMB,512,1053,NA,149.564,,,,Tag Site,33.802172,-86.068987,A,A,,, ,,,,Y
3,2,2022,1,9,LMB,512,1053,NA,149.564,,,,Site 9 ,33.802172,-86.068987,A,A,,,,,,,N
4,8,2022,1,9,LMB,512,1053,NA,149.564,,,,,33.80425,-86.07275,A,A,,,,,,,Y
5,13,2022,1,9,LMB,512,1053,NA,149.564,,,,,33.80335,-86.07385,A,A,,,,,,,Y
6,16,2022,1,9,LMB,512,1053,NA,149.564,,,,,33.80315,-86.07295,A,A,,,,,,,Y
7,5,2022,1,9,LMB,512,1053,NA,149.564,,,,,33.80345,-86.07393333,A,A,,,,,,,Y
8,2,2022,1,9,LMB,512,1053,NA,149.564,,,,,33.80306667,-86.073,A,A,,,,,,,Y
